doc_id,remote_path,file_name,pb_folder,source_folder
03c55a425a95,1 - Climate Change/SDG13/Weakening of the global atmospheric circulation with global warming.pdf,Weakening of the global atmospheric circulation with global warming.pdf,1 - Climate Change,SDG13
8d8ab7ed834f,1 - Climate Change/No SDG/The potential impact of climate change on Australia's soil organic carbon resources.pdf,The potential impact of climate change on Australia's soil organic carbon resources.pdf,1 - Climate Change,No SDG
beff7875a219,1 - Climate Change/SDG7/Using Observed and Modelled Heat Fluxes for Improved Extrapolation of Wind Distributions.pdf,Using Observed and Modelled Heat Fluxes for Improved Extrapolation of Wind Distributions.pdf,1 - Climate Change,SDG7
1740ef2090f3,1 - Climate Change/SDG4/Education for Religion_ An Islamic Perspective.pdf,Education for Religion_ An Islamic Perspective.pdf,1 - Climate Change,SDG4
46749666b969,1 - Climate Change/SDG4/Psychological Aspects of Building Environmental Consciousness.pdf,Psychological Aspects of Building Environmental Consciousness.pdf,1 - Climate Change,SDG4
6600bf4f6fb3,1 - Climate Change/SDG4/A Naturalist In The Great Lakes Region.pdf,A Naturalist In The Great Lakes Region.pdf,1 - Climate Change,SDG4
b6a915f0d851,1 - Climate Change/SDG14/The Teleconnection between the Western Indian and the Western Pacific Oceans.pdf,The Teleconnection between the Western Indian and the Western Pacific Oceans.pdf,1 - Climate Change,SDG14
954647a50ef4,"1 - Climate Change/No SDG/Climate change and trend analysis of temperature_ the case of Addis Ababa, Ethiopia.pdf","Climate change and trend analysis of temperature_ the case of Addis Ababa, Ethiopia.pdf",1 - Climate Change,No SDG
9de7c20cae29,1 - Climate Change/SDG10/The Yi-Jing Cosmic Model_ With an Application of an Alternative to Neoliberalism.pdf,The Yi-Jing Cosmic Model_ With an Application of an Alternative to Neoliberalism.pdf,1 - Climate Change,SDG10
6886331b8e6b,1 - Climate Change/No SDG/Climate Change and Cerebrospinal Meningitis in the Ghanaian Meningitis Belt.pdf,Climate Change and Cerebrospinal Meningitis in the Ghanaian Meningitis Belt.pdf,1 - Climate Change,No SDG
7eeabf2d3241,1 - Climate Change/No SDG/The response of the Greenland ice sheet to climate changes in the 21st century by interactive coupling of an AOGCM with a thermomechanical ice-sheet model.pdf,The response of the Greenland ice sheet to climate changes in the 21st century by interactive coupling of an AOGCM with a thermomechanical ice-sheet model.pdf,1 - Climate Change,No SDG
14f613c8493f,1 - Climate Change/No SDG/temp_batch/Impact of climate change on snowpack in the Pyrenees_ Horizontal spatial variability and vertical gradients.pdf,Impact of climate change on snowpack in the Pyrenees_ Horizontal spatial variability and vertical gradients.pdf,1 - Climate Change,No SDG
ce913c076934,1 - Climate Change/SDG14/temp_batch/Possible mechanisms of summer cirrus clouds over the Tibetan Plateau.pdf,Possible mechanisms of summer cirrus clouds over the Tibetan Plateau.pdf,1 - Climate Change,SDG14
3fe336e617f1,1 - Climate Change/SDG11/Shifting forward_ Urban ecology in perspective.pdf,Shifting forward_ Urban ecology in perspective.pdf,1 - Climate Change,SDG11
fe967180e692,"1 - Climate Change/SDG6/Observations of precipitable water vapour over complex topography of Ethiopia from ground-based GPS, FTIR, radiosonde and ERA-Interim reanalysis.pdf","Observations of precipitable water vapour over complex topography of Ethiopia from ground-based GPS, FTIR, radiosonde and ERA-Interim reanalysis.pdf",1 - Climate Change,SDG6
eb83d2386bd9,1 - Climate Change/SDG12/Terraform Sustainability Assessment Framework for Bioregenerative Life Support Systems.pdf,Terraform Sustainability Assessment Framework for Bioregenerative Life Support Systems.pdf,1 - Climate Change,SDG12
3ee3257f98aa,"1 - Climate Change/SDG14/CanStoc_ A Hybrid Stochastic–GCM System for Monthly, Seasonal and Interannual Predictions.pdf","CanStoc_ A Hybrid Stochastic–GCM System for Monthly, Seasonal and Interannual Predictions.pdf",1 - Climate Change,SDG14
18f470198b8c,1 - Climate Change/SDG2/temp_batch/Sympoietic growth_ living and producing with fungi in times of ecological distress.pdf,Sympoietic growth_ living and producing with fungi in times of ecological distress.pdf,1 - Climate Change,SDG2
6154981a27dc,1 - Climate Change/SDG11/Retrieving tropospheric NO<sub>2<_sub> vertical column densities around the city of Beijing and estimating NO<sub><i>x<_i><_sub> emissions based on car MAX-DOAS measurements.pdf,Retrieving tropospheric NO<sub>2<_sub> vertical column densities around the city of Beijing and estimating NO<sub><i>x<_i><_sub> emissions based on car MAX-DOAS measurements.pdf,1 - Climate Change,SDG11
474b020c0a64,"1 - Climate Change/SDG8/Environment, social & governance (ESG)_ A new world for Work and Organizational Psychologists.pdf","Environment, social & governance (ESG)_ A new world for Work and Organizational Psychologists.pdf",1 - Climate Change,SDG8
7442a2ecd66d,1 - Climate Change/SDG13/Cities and Global Governance_ State Failure or a New Global Order_.pdf,Cities and Global Governance_ State Failure or a New Global Order_.pdf,1 - Climate Change,SDG13
f9e0a2ec0c6b,1 - Climate Change/No SDG/Urban Growth and Climate Change.pdf,Urban Growth and Climate Change.pdf,1 - Climate Change,No SDG
6898e4408f2d,1 - Climate Change/SDG12/What Is a Sustainable Level of Timber Consumption in the EU_ Toward Global and EU Benchmarks for Sustainable Forest Use.pdf,What Is a Sustainable Level of Timber Consumption in the EU_ Toward Global and EU Benchmarks for Sustainable Forest Use.pdf,1 - Climate Change,SDG12
208027c43162,"1 - Climate Change/SDG2/Agroecological break out_ Legumes, crop diversification and the regenerative futures of UK agriculture.pdf","Agroecological break out_ Legumes, crop diversification and the regenerative futures of UK agriculture.pdf",1 - Climate Change,SDG2
9e9a5ab8dfbb,1 - Climate Change/SDG4/Computer Musicking as Onto-Epistemic Playground On the Joy of Developing Complexity Literacy and Learning to Let Others Be.pdf,Computer Musicking as Onto-Epistemic Playground On the Joy of Developing Complexity Literacy and Learning to Let Others Be.pdf,1 - Climate Change,SDG4
1e8b414ba8f4,1 - Climate Change/SDG11/temp_batch/The Global Brain_ Beyond The Correlationist Paradigm In Architecture.pdf,The Global Brain_ Beyond The Correlationist Paradigm In Architecture.pdf,1 - Climate Change,SDG11
a68053b3640c,"1 - Climate Change/No SDG/The Tragedy of the Risk-Perception Commons_ Culture Conflict, Rationality Conflict, and Climate Change.pdf","The Tragedy of the Risk-Perception Commons_ Culture Conflict, Rationality Conflict, and Climate Change.pdf",1 - Climate Change,No SDG
766deda36a8c,1 - Climate Change/No SDG/temp_batch/Climate change and population dynamics during the late Mesolithic and the Neolithic transition in Iberia.pdf,Climate change and population dynamics during the late Mesolithic and the Neolithic transition in Iberia.pdf,1 - Climate Change,No SDG
f2b093b5dab6,1 - Climate Change/No SDG/Challenging claims in the study of migratory birds and climate change.pdf,Challenging claims in the study of migratory birds and climate change.pdf,1 - Climate Change,No SDG
b4accb5e5f62,1 - Climate Change/SDG4/The Impact of Environmental Education on Environmental and Renewable Energy Technology Awareness_ Empirical Evidence from Colombia.pdf,The Impact of Environmental Education on Environmental and Renewable Energy Technology Awareness_ Empirical Evidence from Colombia.pdf,1 - Climate Change,SDG4
2ecf59d6bada,1 - Climate Change/No SDG/The timing of unprecedented hydrological drought under climate change.pdf,The timing of unprecedented hydrological drought under climate change.pdf,1 - Climate Change,No SDG
ff6fb1e2be19,1 - Climate Change/No SDG/temp_batch/Climate Changes and Food Quality_ The Potential of Microbial Activities as Mitigating Strategies in the Wine Sector.pdf,Climate Changes and Food Quality_ The Potential of Microbial Activities as Mitigating Strategies in the Wine Sector.pdf,1 - Climate Change,No SDG
210ec884925e,1 - Climate Change/No SDG/Climate Change in Jordan_ A Comprehensive Examination Approach.pdf,Climate Change in Jordan_ A Comprehensive Examination Approach.pdf,1 - Climate Change,No SDG
30128f5c44d7,"1 - Climate Change/No SDG/Vulnerability, Income Growth and Climate Change.pdf","Vulnerability, Income Growth and Climate Change.pdf",1 - Climate Change,No SDG
efd5f2ab32ee,1 - Climate Change/SDG13/Earth's energy imbalance and implications.pdf,Earth's energy imbalance and implications.pdf,1 - Climate Change,SDG13
44cb9ddc20a6,1 - Climate Change/No SDG/temp_batch/Arctic climate change_ observed and modelled temperature and sea-ice variability.pdf,Arctic climate change_ observed and modelled temperature and sea-ice variability.pdf,1 - Climate Change,No SDG
534e250445bb,1 - Climate Change/No SDG/The state of the world’s mangroves in the 21st century under climate change.pdf,The state of the world’s mangroves in the 21st century under climate change.pdf,1 - Climate Change,No SDG
10e173ef6f1b,1 - Climate Change/SDG10/Une contribution à la bioéthisation de la philosophie de Paulo Freire.pdf,Une contribution à la bioéthisation de la philosophie de Paulo Freire.pdf,1 - Climate Change,SDG10
66aa9d81a9f1,1 - Climate Change/No SDG/temp_batch/Comparison of the impacts of urban development and climate change on exposing European cities to pluvial flooding.pdf,Comparison of the impacts of urban development and climate change on exposing European cities to pluvial flooding.pdf,1 - Climate Change,No SDG
d8298679cc6b,1 - Climate Change/No SDG/Impact of Agricultural Supports for Climate Change Adaptation_ A Farm Level Assessment.pdf,Impact of Agricultural Supports for Climate Change Adaptation_ A Farm Level Assessment.pdf,1 - Climate Change,No SDG
fd8c52c8b316,1 - Climate Change/No SDG/temp_batch/Investigating ENSO and its teleconnections under climate change in an ensemble view – a new perspective.pdf,Investigating ENSO and its teleconnections under climate change in an ensemble view – a new perspective.pdf,1 - Climate Change,No SDG
ffa6a29d70ef,1 - Climate Change/SDG14/temp_batch/Exploring strategies for coupled 4D-Var data assimilation using an idealised atmosphere–ocean model.pdf,Exploring strategies for coupled 4D-Var data assimilation using an idealised atmosphere–ocean model.pdf,1 - Climate Change,SDG14
66c33f8c27ad,1 - Climate Change/No SDG/The Social Costs of Climate Change_ The IPCC Second Assessment Report and Beyond.pdf,The Social Costs of Climate Change_ The IPCC Second Assessment Report and Beyond.pdf,1 - Climate Change,No SDG
5194c7c1714e,1 - Climate Change/No SDG/temp_batch/Climate change and spring-fruiting fungi.pdf,Climate change and spring-fruiting fungi.pdf,1 - Climate Change,No SDG
b888b6091e7a,1 - Climate Change/SDG14/Increasing deep-water overflow from the Pacific into the South China Sea revealed by mooring observations.pdf,Increasing deep-water overflow from the Pacific into the South China Sea revealed by mooring observations.pdf,1 - Climate Change,SDG14
a190f37c8f13,1 - Climate Change/SDG11/temp_batch/The Game of Developers and Planners_ Ecosystem Services as a (Hidden) Regulation through Planning Delay Times.pdf,The Game of Developers and Planners_ Ecosystem Services as a (Hidden) Regulation through Planning Delay Times.pdf,1 - Climate Change,SDG11
6810d3685389,1 - Climate Change/SDG11/Measurement of boundary layer ozone concentrations on‐board a Skywalker unmanned aerial vehicle.pdf,Measurement of boundary layer ozone concentrations on‐board a Skywalker unmanned aerial vehicle.pdf,1 - Climate Change,SDG11
08cdfd265a90,"1 - Climate Change/No SDG/Climate Change Awareness in Mpumalanga Province, South Africa.pdf","Climate Change Awareness in Mpumalanga Province, South Africa.pdf",1 - Climate Change,No SDG
f4bc536b4dd5,1 - Climate Change/SDG15/Marketing the Market_ The Ideology of Market Mechanisms for Biodiversity Conservation.pdf,Marketing the Market_ The Ideology of Market Mechanisms for Biodiversity Conservation.pdf,1 - Climate Change,SDG15
c74e926f78ca,1 - Climate Change/SDG14/temp_batch/Pantasma_ Evidence for a Pleistocene circa 14 km diameter impact crater in Nicaragua.pdf,Pantasma_ Evidence for a Pleistocene circa 14 km diameter impact crater in Nicaragua.pdf,1 - Climate Change,SDG14
7428b52f8a0a,1 - Climate Change/No SDG/Impact of dams and climate change on suspended sediment flux to the Mekong delta.pdf,Impact of dams and climate change on suspended sediment flux to the Mekong delta.pdf,1 - Climate Change,No SDG
ff153d55d5fd,"1 - Climate Change/SDG15/temp_batch/Preventive Medicine for Person, Place, and Planet_ Revisiting the Concept of High-Level Wellness in the Planetary Health Paradigm.pdf","Preventive Medicine for Person, Place, and Planet_ Revisiting the Concept of High-Level Wellness in the Planetary Health Paradigm.pdf",1 - Climate Change,SDG15
4e0684e154b2,1 - Climate Change/No SDG/Exposure of U.S. National Parks to land use and climate change 1900–2100.pdf,Exposure of U.S. National Parks to land use and climate change 1900–2100.pdf,1 - Climate Change,No SDG
a5ae21ed27ee,1 - Climate Change/No SDG/Impacts of climate change on hydropower generation in China.pdf,Impacts of climate change on hydropower generation in China.pdf,1 - Climate Change,No SDG
74b721286485,"1 - Climate Change/SDG11/temp_batch/Variations in Ozone Concentration over the Mid-Latitude Region Revealed by Ozonesonde Observations in Pohang, South Korea.pdf","Variations in Ozone Concentration over the Mid-Latitude Region Revealed by Ozonesonde Observations in Pohang, South Korea.pdf",1 - Climate Change,SDG11
a3d6daa1a396,1 - Climate Change/SDG1/Economic and social vulnerability because of Covid-19_ poverty and food security.pdf,Economic and social vulnerability because of Covid-19_ poverty and food security.pdf,1 - Climate Change,SDG1
014a2c6f3d0f,1 - Climate Change/SDG2/temp_batch/Environmental ethics and future oriented transformation to sustainability in Sub-Saharan Africa.pdf,Environmental ethics and future oriented transformation to sustainability in Sub-Saharan Africa.pdf,1 - Climate Change,SDG2
b0a263cd3ba1,1 - Climate Change/No SDG/Climate Change and Agriculture_ Subsistence Farmers’ Response to Extreme Heat.pdf,Climate Change and Agriculture_ Subsistence Farmers’ Response to Extreme Heat.pdf,1 - Climate Change,No SDG
affb8f72c787,1 - Climate Change/No SDG/Optimal bioenergy power generation for climate change mitigation with or without carbon sequestration.pdf,Optimal bioenergy power generation for climate change mitigation with or without carbon sequestration.pdf,1 - Climate Change,No SDG
eaf6d52d5457,1 - Climate Change/SDG13/Sensitivity of precipitation and atmospheric low-level circulation patterns to domain size and choice of parameterization schemes in RegCM4.4 over Central America.pdf,Sensitivity of precipitation and atmospheric low-level circulation patterns to domain size and choice of parameterization schemes in RegCM4.4 over Central America.pdf,1 - Climate Change,SDG13
94cef8405b6e,1 - Climate Change/No SDG/Sustainable Agro-Food Systems for Addressing Climate Change and Food Security.pdf,Sustainable Agro-Food Systems for Addressing Climate Change and Food Security.pdf,1 - Climate Change,No SDG
9ee813335559,"1 - Climate Change/SDG15/Planetary Boundaries for Biodiversity_ Implausible Science, Pernicious Policies.pdf","Planetary Boundaries for Biodiversity_ Implausible Science, Pernicious Policies.pdf",1 - Climate Change,SDG15
4b4bc108662d,1 - Climate Change/SDG14/Bright polar mesospheric clouds formed by main engine exhaust from the space shuttle's final launch.pdf,Bright polar mesospheric clouds formed by main engine exhaust from the space shuttle's final launch.pdf,1 - Climate Change,SDG14
04afe4f6af17,1 - Climate Change/SDG14/Interannual oxygen isotope variability in Indian summer monsoon precipitation reflects changes in moisture sources.pdf,Interannual oxygen isotope variability in Indian summer monsoon precipitation reflects changes in moisture sources.pdf,1 - Climate Change,SDG14
3f271659124f,1 - Climate Change/SDG13/Introduction to the special issue_ the phase I CORDEX RegCM4 hyper-matrix (CREMA) experiment.pdf,Introduction to the special issue_ the phase I CORDEX RegCM4 hyper-matrix (CREMA) experiment.pdf,1 - Climate Change,SDG13
11e601dd40d6,1 - Climate Change/SDG7/Outlook for Offshore Wind Energy Development in Mexico from WRF Simulations and CMIP6 Projections.pdf,Outlook for Offshore Wind Energy Development in Mexico from WRF Simulations and CMIP6 Projections.pdf,1 - Climate Change,SDG7
99e5b1ba5ba5,"1 - Climate Change/SDG17/Retrospective analysis of published hydrological researches_ models, trends and geographical aspects over the last two decades of hydrological modelling.pdf","Retrospective analysis of published hydrological researches_ models, trends and geographical aspects over the last two decades of hydrological modelling.pdf",1 - Climate Change,SDG17
0ce760b8977c,1 - Climate Change/SDG15/Fungal hyphae develop where titanomagnetite inclusions reach the surface of basalt grains.pdf,Fungal hyphae develop where titanomagnetite inclusions reach the surface of basalt grains.pdf,1 - Climate Change,SDG15
7ecf1c6c41d4,1 - Climate Change/No SDG/temp_batch/The role of proteomics in the study of the influence of climate change on seafood products.pdf,The role of proteomics in the study of the influence of climate change on seafood products.pdf,1 - Climate Change,No SDG
ef8406385ab8,"1 - Climate Change/No SDG/Separating climate change signals into thermodynamic, lapse-rate and circulation effects_ theory and application to the European summer climate.pdf","Separating climate change signals into thermodynamic, lapse-rate and circulation effects_ theory and application to the European summer climate.pdf",1 - Climate Change,No SDG
da09c322b4d6,1 - Climate Change/SDG4/Achieving a Common Future for all Through Sustainability-Conscious Legal Education and Research Methods.pdf,Achieving a Common Future for all Through Sustainability-Conscious Legal Education and Research Methods.pdf,1 - Climate Change,SDG4
0c8019e3495d,1 - Climate Change/SDG14/temp_batch/Rapid response of the East Australian Current to remote wind forcing_ The role of barotropic-baroclinic interactions.pdf,Rapid response of the East Australian Current to remote wind forcing_ The role of barotropic-baroclinic interactions.pdf,1 - Climate Change,SDG14
6c010d27c9e2,1 - Climate Change/No SDG/From days to decades_ numerical modelling of freshwater lens response to climate change stressors on small low-lying islands.pdf,From days to decades_ numerical modelling of freshwater lens response to climate change stressors on small low-lying islands.pdf,1 - Climate Change,No SDG
eedd0be5f6b2,1 - Climate Change/No SDG/Responses to climate change in avian migration timemicroevolution versus phenotypic plasticity.pdf,Responses to climate change in avian migration timemicroevolution versus phenotypic plasticity.pdf,1 - Climate Change,No SDG
3a2f7fb54bc1,1 - Climate Change/SDG11/temp_batch/Urbanizing physical geography.pdf,Urbanizing physical geography.pdf,1 - Climate Change,SDG11
fdfcb7e01e11,1 - Climate Change/SDG1/Living In A Broken World Destructive Desire Disconnected Disciplinarity And Disruptive Deschooling.pdf,Living In A Broken World Destructive Desire Disconnected Disciplinarity And Disruptive Deschooling.pdf,1 - Climate Change,SDG1
d15da82aa088,1 - Climate Change/SDG17/temp_batch/Envisioning just transformations in and beyond the EU bioeconomy_ inspirations from decolonial environmental justice and degrowth.pdf,Envisioning just transformations in and beyond the EU bioeconomy_ inspirations from decolonial environmental justice and degrowth.pdf,1 - Climate Change,SDG17
1eb4f31a2e80,1 - Climate Change/SDG13/Direct climate effects of perennial bioenergy crops in the United States.pdf,Direct climate effects of perennial bioenergy crops in the United States.pdf,1 - Climate Change,SDG13
c21a0b99e259,1 - Climate Change/No SDG/temp_batch/Improving the validation of model-simulated crop yield response to climate change_ an application to the EPIC model.pdf,Improving the validation of model-simulated crop yield response to climate change_ an application to the EPIC model.pdf,1 - Climate Change,No SDG
7a0615acd999,1 - Climate Change/SDG10/Is There an Alternative to Moderate Scientism_.pdf,Is There an Alternative to Moderate Scientism_.pdf,1 - Climate Change,SDG10
76d10b9fd6c0,1 - Climate Change/SDG12/Analysis of the Scale of Global Human Needs and Opportunities for Sustainable Catalytic Technologies.pdf,Analysis of the Scale of Global Human Needs and Opportunities for Sustainable Catalytic Technologies.pdf,1 - Climate Change,SDG12
ca6e200d678b,1 - Climate Change/SDG6/Variability in the speed of the Brewer–Dobson circulation as observed by Aura_MLS.pdf,Variability in the speed of the Brewer–Dobson circulation as observed by Aura_MLS.pdf,1 - Climate Change,SDG6
dc92c037bb1e,1 - Climate Change/SDG13/Climate Feedback on Aerosol Emission and Atmospheric Concentrations.pdf,Climate Feedback on Aerosol Emission and Atmospheric Concentrations.pdf,1 - Climate Change,SDG13
3f68844ce318,1 - Climate Change/SDG10/Discovery of Geospatial Discriminating Patterns from Remote Sensing Datasets.pdf,Discovery of Geospatial Discriminating Patterns from Remote Sensing Datasets.pdf,1 - Climate Change,SDG10
85cec6c7baf2,1 - Climate Change/SDG11/Seasonal and Spatial Characteristics of Urban Heat Islands (UHIs) in Northern West Siberian Cities.pdf,Seasonal and Spatial Characteristics of Urban Heat Islands (UHIs) in Northern West Siberian Cities.pdf,1 - Climate Change,SDG11
01a43c4718f6,1 - Climate Change/SDG9/Architecture for More-than-Humans.pdf,Architecture for More-than-Humans.pdf,1 - Climate Change,SDG9
dbde52e667aa,1 - Climate Change/No SDG/Climate Change in the North Pacific Using Ice-Rafted Detritus as a Climatic Indicator.pdf,Climate Change in the North Pacific Using Ice-Rafted Detritus as a Climatic Indicator.pdf,1 - Climate Change,No SDG
af45c4594116,1 - Climate Change/No SDG/Recent Advances in Understanding the Effects of Climate Change on Coral Reefs.pdf,Recent Advances in Understanding the Effects of Climate Change on Coral Reefs.pdf,1 - Climate Change,No SDG
6a30de3dc038,1 - Climate Change/No SDG/Tamm Review_ Observed and projected climate change impacts on Russia’s forests and its carbon balance.pdf,Tamm Review_ Observed and projected climate change impacts on Russia’s forests and its carbon balance.pdf,1 - Climate Change,No SDG
cd5dc96fa7e0,2 - Ocean Acidification/No SDG/temp_batch/Ocean acidification disrupts induced defences in the intertidal gastropodLittorina littorea.pdf,Ocean acidification disrupts induced defences in the intertidal gastropodLittorina littorea.pdf,2 - Ocean Acidification,No SDG
e181d0fa46d4,2 - Ocean Acidification/No SDG/temp_batch/How will Ocean Acidification Affect Baltic Sea Ecosystems_ An Assessment of Plausible Impacts on Key Functional Groups.pdf,How will Ocean Acidification Affect Baltic Sea Ecosystems_ An Assessment of Plausible Impacts on Key Functional Groups.pdf,2 - Ocean Acidification,No SDG
126e9b870977,2 - Ocean Acidification/No SDG/temp_batch/Connectivity in grey reef sharks (Carcharhinus amblyrhynchos) determined using empirical and simulated genetic data.pdf,Connectivity in grey reef sharks (Carcharhinus amblyrhynchos) determined using empirical and simulated genetic data.pdf,2 - Ocean Acidification,No SDG
01a70dbf979d,"2 - Ocean Acidification/No SDG/temp_batch/Influence of dispersal processes on the global dynamics of Emperor penguin, a species threatened by climate change.pdf","Influence of dispersal processes on the global dynamics of Emperor penguin, a species threatened by climate change.pdf",2 - Ocean Acidification,No SDG
6b989f0c288f,2 - Ocean Acidification/No SDG/temp_batch/Elevated level of carbon dioxide affects metabolism and shell formation in oysters Crassostrea virginica (Gmelin).pdf,Elevated level of carbon dioxide affects metabolism and shell formation in oysters Crassostrea virginica (Gmelin).pdf,2 - Ocean Acidification,No SDG
1f05b7130bac,2 - Ocean Acidification/SDG14/Chapter 1 Impacts of the Oceans on Climate Change.pdf,Chapter 1 Impacts of the Oceans on Climate Change.pdf,2 - Ocean Acidification,SDG14
350950a0c141,"2 - Ocean Acidification/No SDG/Calcification, Storm Damage and Population Resilience of Tabular Corals under Climate Change.pdf","Calcification, Storm Damage and Population Resilience of Tabular Corals under Climate Change.pdf",2 - Ocean Acidification,No SDG
f7a7e03546d8,2 - Ocean Acidification/No SDG/Seasonal changes in bacterioplankton nutrient limitation and their effects on bacterial community composition in the NW Mediterranean Sea.pdf,Seasonal changes in bacterioplankton nutrient limitation and their effects on bacterial community composition in the NW Mediterranean Sea.pdf,2 - Ocean Acidification,No SDG
